a0,a1,beta,tilde_beta
0.00416708,0.468382,2.17557,13.0691
0.00416708,0.468382,2.17557,13.0691
0.0616473,0.511225,2.38381,14.648
0.0616473,0.511225,2.38381,14.648
0.0616473,0.511225,2.38381,14.648
0.0616473,0.511225,2.38381,14.648
0.0616473,0.511225,2.38381,14.648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
0.0655395,0.525959,2.10195,14.6648
